Entity Type,Title,Description,Topic,Subject Area,Score
Item,Creditor Insurance Training 2014 Nov 6 - 9:00 AM - 11:30 PM,,insurance,,0.9929975
Item,April/Angela Coaching,,soft skills,,0.8090772
Item,Buisness Administration,,Information Technology,,0.6773732
Item,Security MNLD Dec 2014,,security,,0.99581593
Program,Core Banking Online Program,"Audience:  Member Service Representatives (MSR)

Description: This cohort based program allows members of the MSR team to work through the Core Banking online modules in a structured program, online and outside of business hours over a 10-week timeframe.

Participants will be introduced to the policies and procedures of the Core Banking activities and the technical aspects to complete the activities in the banking system.",banking,,0.9840099
Item,"Career Development Webinar for Managers December 3, 2014",,career development,,0.99442214
Item,Leads Hub and Reporting Overview Webinar (9:30-10:00 am),,Cannot be determined,,Score < threshold
Item,Leads Hub and Reporting Overview Webinar (11:00-11:30 am),,Cannot be determined,,Score < threshold
Item,Kelly / Angela Coaching,,soft skills,,0.8178458
Item,Leads Hub and Reporting Overview Webinar (1:30-2:00 pm),,Cannot be determined,,Score < threshold
Item,Leads Hub and Reporting Overview Webinar (3:00-3:30 pm),,Cannot be determined,,Score < threshold
Item,Consumer Credit Basics MNLD November 2014,,credit,,0.9143224
Item,Consumer Credit Basics ISLD November 2014,,credit,,0.8930769
Item,Intro to Profitability CUSOURCE,,profitability,,0.9510252
Item,Business Writing,,business writing,,keyword match
Item,Intro to Profitability CUSOURCE,,profitability,,0.9510252
Item,"Personal Profiles, Memberships & Accts Assessment","This 15-30 minute exam is open to all Retail Banking roles, either new or cross training and can be used to help you determine your level of knowledge in each of the Core Banking Development Program Modules.

You will need to achieve a score of 75% or higher to pass.",,Development Assessments,Score < threshold
Item,Coaching with Angela,,soft skills,,0.7317454
Item,Mutual Fund Fast Track Compliance Workshop ISL Dec 2014,,regulatory,,0.9493048
Item,Excel Level1 OnTrack,,microsoft office,,0.99906915
Item,Power Point Level1 Ontrack,,microsoft office,,0.99806494
Item,New Employee Orientation MNLD Jan 2015,,employee onboarding,,0.98097986
Item,New Employee Orientation ISL Jan 2015,,employee onboarding,,0.9866431
Item,mycoast Content Workshop ISLAND July 2007,,Safety and Security,,0.3244376
Item,Coaching Session,,soft skills,,0.87036234
Item,New Employee Orientation MNLD Feb 2015,,employee onboarding,,0.97760093
Item,MTG Module 09: Specialized Products v2,,"Business, Finance, and Accountancy",,0.25065935
Item,New Employee Orientation ISL Mar 2015,,employee onboarding,,0.9842653
Item,Personal Membership Products Assessment,"This 15-30 minute exam is open to all Retail Banking roles, either new or cross training and can be used to help you determine your level of knowledge in each of the Core Banking Development Program Modules.

You will need to achieve a score of 75% or higher to pass.",,Development Assessments,Score < threshold
Item,CALMS ISL Jan 2015,,Cannot be determined,,Score < threshold
Item,Personal Membership Opening Workshop ISL Jan 2015,,financial management,,0.9828184
Item,Coaching with Angela,,soft skills,,0.7317454
Item,Business Membership Opening Workshop MNLD Jan 2015,,business,,0.9195212
Item,Sell Help Workshop MNLD Jan 2015,,public relations,,0.6164525
Item,The Service Pro's Role in Selling Help MNLD Jan 2015,,sales,,0.69004816
Item,In Branch Serv Pro Development - Train the Trainer MNLD Feb 2015,,Cannot be determined,,Score < threshold
Item,Security MNLD Jan 2015,,security,,0.9950139
Item,Service Pro Cert MNLD Feb 2015,,Cannot be determined,,Score < threshold
Item,Management Practices,,management,,0.99543625
Item,Coaching With Angela,,soft skills,,0.7317454
Item,Personal Membership Services Assessment,"This 15-30 minute exam is open to all Retail Banking roles, either new or cross training and can be used to help you determine your level of knowledge in each of the Core Banking Development Program Modules.

You will need to achieve a score of 75% or higher to pass.",,Development Assessments,Score < threshold
Item,Business Membership Products Assessment,"This 15-30 minute exam is open to all Retail Banking roles, either new or cross training and can be used to help you determine your level of knowledge in each of the Core Banking Development Program Modules.

You will need to achieve a score of 75% or higher to pass.",business,Development Assessments,0.9831913
Item,Sell Help Workshop ISL APR 2015,,"Business, Finance, and Accountancy",,0.41171724
Item,The Service Pro's Role in Selling Help MNLD Mar 2015,,sales,,0.6537886
Item,Business Membership Opening Workshop ISLD Mar 2015,,business,,0.92778635
Item,Personal Membership Opening Workshop MNLD Mar 2015,,financial management,,0.9856873
Item,In Branch Serv Pro Development - Train the Trainer ISL Mar 2015,,Cannot be determined,,Score < threshold
Item,Coaching with Angela,,soft skills,,0.7317454
Item,Sell Help Workshop MNLD Mar 2015,,public relations,,0.7137445
Item,The Service Pro's Role in Selling Help ISL Feb 2015,,sales,,0.7260822
Item,Security ISL Feb 2015,,security,,0.99462116
Item,Work Sm@rt Outlook MAINLAND September 2007,,Information Technology,,0.7623443
Item,CALMS MNLD Mar 2015,,"Business, Finance, and Accountancy",,0.49153718
Item,Core Banking Development Final Assessment,"This 30-40 minute exam is open to all Retail Banking roles, either new or cross training and can be used to help you determine your level of knowledge in each of the Core Banking Development Program Modules.

You will need to achieve a score of 90% or higher to pass.",banking,,0.9786041
Item,Mortgage Credit Basics MNLD January 2015,,credit,,0.5916853
Item,Angela Coaching -Vault /duties/ plan to make less stressful,,Soft Skills,,0.3730939
Item,Mortgage Credit Basics ISL January 2015,,credit,,0.627019
Item,mycoast Content Technical Training Workshop MNLD Feb 2015,,public relations,,0.8468315
Item,Staff Foreign Currency Benefit Agreement 2015,,"Business, Finance, and Accountancy",,0.52367586
Item,Employee Privacy Checklist 2015,,privacy,,0.9347575
Item,PowerTools for Business Writers: Writing for Results MNLD Feb 2015,,business,,0.7115839
Item,Assert in Leadership and Life MNLD Feb 2015,,leadership,,0.9939027
Item,Assert in Leadership and Life MNLD May 2015,,leadership,,0.9938012
Item,MS Excel 2003 - Intermediate,,microsoft office,,0.99811494
Item,Assert in Leadership and Life ISL June 2015,,leadership,,0.99389195
Program,PlanPlus Training,"This PlanPlus training will help Financial Planners and Financial Associates practice and become proficient in illustrating more complex planning strategies. In this series you will explore a variety of Coast Capital case studies and examples to build your knowledge and enhance your PlanPlus expertise when providing Financial planning and advice to our members helping them achieve financial well-being. 

 

You will be required to complete the case studies BEFORE the Virtual Training webinars (Live). Document your questions during the process of entering each case study. When we review the cases together, you will have an opportunity to ask your questions as we go through the cases together.","Business, Finance, and Accountancy",,0.47646248
Item,Assert in Leadership and Life MNLD October 2015,,leadership,,0.9938345
Item,Assert in Leadership and Life ISL October 2015,,leadership,,0.9935824
Item,PowerTools for Business Writers: Writing for Results MNLD June 2015,,business,,0.7269828
Item,PowerTools for Business Writers: Writing for Results MNLD September 2015,,business,,0.71886414
Item,PowerTools for Business Writers:  Writing for Results ISL June 2015,,business,,0.7251853
Item,Internal Conflict and Limiting Beliefs MNLD April 2015,,soft skills,,0.9738395
Item,Internal Conflict and Limiting Beliefs ISL June 2015,,soft skills,,0.9586651
Item,Security MNLD Jan 2015,,security,,0.9950139
Item,Internal Conflict and Limiting Beliefs MNLD June 2015,,soft skills,,0.96901345
Item,Practicum for Provincial Instructor Diploma,,Cannot be determined,,Score < threshold
Item,Internal Conflict and Limiting Beliefs MNLD September 2015,,soft skills,,0.97175163
Item,HMM Feedback Essentials Webinar Feb 2015,,feedback,,0.9973187
Item,HMM Team Management Webinar March 2015,,management,,0.93906724
Item,HMM Difficult Interactions Webinar April 2015,,soft skills,,0.9818401
Item,HMM Change Management Webinar May 2015,,change management,,keyword match
Item,HMM Delegating Webinar June 2015,,leadership,,0.9938672
Item,HMM Meeting Management Webinar August 2015,,management,,0.9912356
Item,HMM Decision Making Webinar Oct 2015,,decision making,,0.9968997
Item,HMM Time Management Webinar Nov 2015,,time management,,keyword match
Item,HMM Virtual Teams Webinar December 2015,,Information Technology,,0.310208
Item,MBTI Step 1 Qualifying Workshop,,soft skills,,0.996058
Item,HMM Coaching Webinar July 2015,,soft skills,,0.9367327
Item,Revolution 2018,"**Important** Please expand to read the comments below!

By Invitation only! Join us for a day of empowerment, inspiration and connection at Revolution 2018. Registration closes at 12:00 pm on Monday, January 29th.

Please include your T-Shirt Size (using the list below) in the comments section when you register. Be sure to include Gender and Size: 

Women's XS
Women's S
Women's M
Women's L
Women's XL
Women's 2XL
Women's 3XL
Women's 4XL
Men's XS
Men's S
Men's M
Men's L
Men's XL
Men's 2XL
Men's 3XL
Men's 4XL",manufacturing,,0.95202476
Item,Go Pro Goes Relationship ISL Jan 22 2015,,"Business, Finance, and Accountancy",,0.9222881
Item,Go Pro Goes Relationship ISL Jan 23 2015,,"Business, Finance, and Accountancy",,0.9558943
Item,Go Pro Goes Relationship MNLD Jan30 2015,,"Business, Finance, and Accountancy",,0.9290566
Item,Go Pro Goes Relationship MNLD Feb 3 2015,,"Business, Finance, and Accountancy",,0.9487142
Item,Go Pro Goes Relationship MNLD Feb 4 2015,,"Business, Finance, and Accountancy",,0.9497234
Item,Applying Tipping's Insights,,Cannot be determined,,Score < threshold
Item,AMLATF Compliance Policy 2015,,regulatory,,0.9969132
Item,AMLATF Corporate Compliance Policy 2014 - What's Changed Summary 2015 Requirement,,regulatory,,0.9908806
Item,INVITED GUESTS Go Pro Goes Relationship ISL Jan22 2015,,"Business, Finance, and Accountancy",,0.9716755
Item,Elements of Instruction,,Cannot be determined,,Score < threshold
Item,INVITED GUESTS Go Pro Goes Relationship ISL Jan23 2015,,"Business, Finance, and Accountancy",,0.9716755
Item,Employee Privacy Checklist 2018,"All staff must read this document by March 31, 2018.",privacy,Security & Risk Management,0.9367238
Item,INVITED GUESTS Go Pro Goes Relationship MNLD Jan30 2015,,"Business, Finance, and Accountancy",,0.9642311
Item,INVITED GUESTS Go Pro Goes Relationship MNLD Feb 3 2015,,"Business, Finance, and Accountancy",,0.98215204
Item,INVITED GUESTS Go Pro Goes Relationship MNLD Feb 4 2015,,"Business, Finance, and Accountancy",,0.98258775
Item,Betrayal of Trust in Organizations,,Cannot be determined,,Score < threshold
Item,Code Moment #1 2015 - Accountability,"The Code Moments are designed to bring The Code to life throughout the year. Each ""moment"" deals with situations that you, as a Coast Capital employee, might find yourself in those iffy moments where you might need to put The Code into action.",,Code Moments,Score < threshold
Item,Building Business Customer Relationships Mld Jan 2015,,business,,0.8630593
Item,Building Business Customer Relationships Jul 2014,,business,,0.8719721
Item,Business Products & Services Workshop Jul 2014,,business,,0.98185927
Item,Treasury & ALCO Fundamentals MNLD 2015,,finance,,0.6679476
Item,Written Communication,,communications,,0.9978769
Item,Consumer and Residential Mortgage Lending,,lending,,0.6815779
Item,Orbiting the Giant Hairball (review),,Cannot be determined,,Score < threshold
Item,Test document,,Cannot be determined,,Score < threshold
Item,New Employee Orientation,"This course will welcome all new employees to Coast Capital Savings and provide a foundational understanding of our business strategy, member experience, employee experience and our governance, regulatory, and compliance accountabilities.

Note: Registration is done through People Solutions only. Please email HR Help for support.",employee onboarding,More Learning,0.9707136
Item,Leadership as a Brand,,leadership,,0.99154437
Item,Leaders Who Inspire Launch Webinar,,Humanities (Social sciences),,0.79366106
Item,Microsoft Project 2013 Workshop,,microsoft project,,0.9783378
Item,Mutual Fund Skills & Knowledge Development Plan Launch Workshop ISL March 2015,,"Business, Finance, and Accountancy",,0.7810221
Item,Mutual Fund Skills & Knowledge Development Plan Launch Workshop MNLD March 2015,,"Business, Finance, and Accountancy",,0.7340686
Item,Mutual Fund Conversation Skill-Builder Workshop ISL April 2015,,"Business, Finance, and Accountancy",,0.28333578
Item,Building a Leadership Brand,,leadership,,0.9529572
Item,Mutual Fund Conversation Skill-Builder Workshop MNLD April 2015,,"Business, Finance, and Accountancy",,0.3080524
Item,Mutual Fund Compliance Workshop MNLD June 2015,,regulatory,,0.9502528
Item,Money Pro Skill-builder Workshop MNLD Jun 2012,,"Business, Finance, and Accountancy",,0.42974192
Item,Mutual Fund Compliance Workshop ISL June 2015,,regulatory,,0.9536008
Item,Leadership Foundations:  Leading at Coast,,leadership,,0.9970511
Item,Innovative Management,,management,,0.7137588
Item,CRI Training - Mortgage and HELOC review 4Mar am,,mortgage,,0.9921393
Item,CRI Training - Mortgage and HELOC review 4Mar pm,,mortgage,,0.99105644
Item,CRI Training - Mortgage and HELOC review 12Mar am,,mortgage,,0.9921393
Item,CRI Training - Mortgage and HELOC review 12Mar pm,,mortgage,,0.99105644
Item,CRI Training - Mortgage and HELOC review 19Mar pm,,mortgage,,0.99105644
Item,Building Relationships 101 ISL 5Mar pm,,soft skills,,0.9778286
Item,Building Relationships 101 ISL 6Mar am,,soft skills,,0.97396445
Item,PRL - Mortgages: Part 1 - Sullivan Case Study v2,,mortgage,,0.9694559
Item,Bonnie-Coaching Session,,Cannot be determined,,Score < threshold
Program,The Where You’re At Money Score™ Training,"The program contains four activites that you'll need to complete before attending The Where You’re At Money Score™ Workshop. To enroll in this program, click the Enroll button and then read the instructions for each activity.",financial management,,0.84189963
Item,The Where You’re At Money Score™ Webinar,"Before attending your classroom session, you need to watch this 30 minute video webinar through the LMS so it will show you have completed this pre-requisite. To view the transcript, open the webinar and click the document link to open the PDF.  

Due to the variety of monitors and computer settings you may need to adjust the video for optimized viewing. Should you need to step away from the video, make note of the time you were at so you can quickly fast forward to where you left off.","Art, Design & Media",,0.95470446
Item,Building Relationships 101 ISL 6Mar pm,,soft skills,,0.9778286
Item,Building Relationships 101 MLD 11Mar am,,soft skills,,0.98218954
Item,Building Relationships 101 MLD 11Mar pm,,soft skills,,0.9842069
Item,Building Relationships 101 MLD 13Mar am,,soft skills,,0.98218954
Item,Building Relationships 101 MLD 13Mar pm,,soft skills,,0.9842069
Item,Leading Self through Change MLD 3Mar 8:30am-12pm,,leadership,,0.8427909
Item,Leading Self through Change MLD 7May 1pm-5pm,,leadership,,0.8427909
Item,Leading Self through Change ISL 7Oct 1pm-5pm,,leadership,,0.84772307
Item,Art Of Possibility - Executive MAINLAND 8:45AM,,"Business, Finance, and Accountancy",,0.73325354
Item,PRL - Mortgages: Part 2 - Sullivan Case Study II v2,,mortgage,,0.96336603
Item,CRI Training - Mortgage and HELOC review 19Mar am,,mortgage,,0.9921393
Program,Leaders Who Inspire Development Program,The Leaders Who Inspire Development Program is Coast Capital's signature leadership development program.  It's a cohort-based program where leaders learn with and from each other.,leadership,,0.9298709
Item,Coaching Conversations MLD Mar 2015,,soft skills,,0.9943299
Item,Leveraging Feedback MLD Mar 2015,,feedback,,0.99821955
Item,Building Accountability MLD Apr 2015,,"Business, Finance, and Accountancy",,0.3635499
Item,Delegating to Engage MLD Apr 2015,,leadership,,0.9899074
Item,Art Of Possibility - Executive MAINLAND 10:00AM,,Cannot be determined,,Score < threshold
Item,Leading through Conflict MLD Apr 2015,,soft skills,,0.91000783
Item,Leading Generations MLD Apr 2015,,leadership,,0.71221346
Item,CRI Training - Mortgage and HELOC review ISL 7APR am,,mortgage,,0.9929021
Item,CRI Training - Mortgage and HELOC review ISL 7APR pm,,mortgage,,0.99212295
Item,PRL - Mortgages: Part 3 - Carmichael Case Study v2,,mortgage,,0.9773867
Item,mycoast Content Workshop MAINLAND August 2007,,Safety and Security,,0.2798745
Item,Code Moment #1 2018 - Respect in the Workplace,"This quarter’s Code Moment takes 5-7 minutes to explore diversity and inclusion and why it matters.

All employees, officers and members of the Board are required to complete this Code Moment within 31 days of assigment.",,Code Moments,Score < threshold
Item,CRI Training - Mortgage and HELOC review ISL 9APR am,,mortgage,,0.9929021
Item,CRI Training - Mortgage and HELOC review ISL 9APR pm,,mortgage,,0.99212295
Item,Security ISL Apr 2015,,security,,0.99460006
Item,New Employee Orientation ISL May 2015,,employee onboarding,,0.9849251
Item,Personal Membership Opening Workshop ISL May 2015,,financial management,,0.9834421
Item,Personal Membership Opening Workshop MNLD Apr 2015,,financial management,,0.98346645
Item,Security MNLD Apr 2015,,security,,0.9950654
Item,In Branch Serv Pro Development - Train the Trainer MNLD Apr 2015,,Cannot be determined,,Score < threshold
Item,Art Of Possibility - Executive MAINLAND 11:00AM,,"Business, Finance, and Accountancy",,0.688429
Item,Computer Science,,computer science,,keyword match
Item,CALMS ISL May 2015,,Cannot be determined,,Score < threshold
Item,Financial Statement Analysis,"Invitation Only:  This 3-hour workshop is available to sales staff in the Coast Travellers Group (CTG).  By the end of the session, Participants will be able to:


	Identify and understand all parts of a Financial Statement, including the Balance Sheet, Income Statement, Retained Earnings, Cash Flow and Notes to Financial Statement
	Calculate and analyze Financial Ratios
	Identify credit risks through Financial Ratio Analysis",financial management,More Learning,0.9826874
Item,Sell Help Workshop ISL Jun 2015,,Cannot be determined,,Score < threshold
Item,mycoast Content Technical Training Workshop MNLD Jun 2015,,public relations,,0.74382865
Item,New Employee Orientation MNLD Apr 2015,,employee onboarding,,0.9819001
Item,SAM 101 MNLD Apr 2015,,public relations,,0.5594973
Item,The Code 2015,,Cannot be determined,,Score < threshold
Item,The Code 2015 - What's changed?,,"Art, Design & Media",,0.62753713
Item,Orientation to Credit at Coast Mld Mar 2015,,credit,,0.9870733
Item,The Code Assessment 2015,,"Business, Finance, and Accountancy",,0.7458113
Item,Sell Help Workshop MNLD May 2015,,public relations,,0.6143526
Item,Consumer and Residential Mortgage Lending,,lending,,0.6815779
Item,The Service Pro's Role in Selling Help ISL May 2015,,sales,,0.72974193
Item,PRL - Introduction to the Principles of Retail Lending,"This is the first module in this online series and it describes how to manoeuvre through the program and:


	Introduces you to Larry Lender
	Discusses the role of a lender and Standards of Conduct",lending,Principles of Retail Lending,0.8059002
Item,PRL - Investigate Credit Bureaus,"You will learn how to read, analyze and assess information on a Credit Report, helping you to recognize fraudulent activity and reduce potential loss to Coast Capital Savings.",credit,Principles of Retail Lending,0.9866317
Item,PRL - LOC Part 1 Cumiford Case Study,"Work alongside Larry through a Line of Credit Application.  Part 1 takes you through to the Collection and Verification stage, and introduces the Decisioning Stage.",credit,Principles of Retail Lending,0.9429349
Item,Business Membership Opening Workshop ISLD Apr 2015,,business,,0.9338155
Item,Security MNLD Jun 2015,,security,,0.9945351
Item,The Service Pro's Role in Selling Help MNLD May 2015,,sales,,0.70074874
Item,The Business of HR Management MNLD May 2015,,human resource management,,keyword match
Item,New Employee Orientation MNLD Jun 2015,,employee onboarding,,0.97464675
Item,Sell Help Workshop MNLD Jun 2015,,"Business, Finance, and Accountancy",,0.3388
Item,Leading and Managing Performance MNLD May 2015,,leadership,,0.6641408
Item,Business Membership Opening Workshop MNLD May 2015,,business,,0.9159581
Item,SAM 101 MNLD Jun 2015,,Cannot be determined,,Score < threshold
Item,PRL - Loans: Part 1 - Smith Case Study v2,,loans,,0.99039614
Item,CALMS MNLD Jun 2015,,Soft Skills,,0.21010575
Item,PRL - LOC Part 2 Cumiford Case Study II,"In Part 2, continue to work alongside Larry from decisioning to loan close.",,Principles of Retail Lending,Score < threshold
Item,PRL - LOC Part 3 Trotter Case Study,Now it’s your turn!  Work independently on the Trotter’s Line of Credit Application.,credit,Principles of Retail Lending,0.8221606
Item,PRL - LOC Part 4 Challenge Series,"Check what you have learned in our game show called “The Challenge Series”, where you’ll be presented with 3 new Line of Credit Case Studies and a variety of challenging questions!",credit,Principles of Retail Lending,0.9573085
Item,PRL - Loans Part 1 Smith Case Study,"Work alongside Larry through his first Loan Application.  In each case study you’ll step through all 5 stages of a credit application:


	The Initial Interview, Application
	Collection
	Verification
	Decisioning
	Loan Close. 
	To really learn it all...be sure to explore the variety of topics included in the Brain Bytes Menu.",loans,Principles of Retail Lending,0.9915039
Item,In Branch Serv Pro Development - Train the Trainer MNLD Jul 2015,,Cannot be determined,,Score < threshold
Item,LMS Adv. Manager Mode ISLAND Oct 07,,management,,0.71447086
Item,Lending Fraud - Taking Care of Business v2,,business,,keyword match
Item,Critical Thinking & Risk Analysis ISL Apr 2015,,risk,,0.7143256
Item,Critical Thinking & Risk Analysis MNLD Apr 2015,,risk,,0.7394365
Item,Critical Thinking & Risk Analysis MNLD May 2015,,risk,,0.7164363
Item,Code Moment #2 2015 - Acceptable Use,"The Code Moments are designed to bring The Code to life throughout the year. Each ""moment"" deals with situations that you, as a Coast Capital employee, might find yourself in those iffy moments where you might need to put The Code into action.",,Code Moments,Score < threshold
Item,Sharpening Your Edge in Negotiation MNLD May 2015,,negotiation,,0.99867636
Item,Personal Membership Opening Workshop MNLD Jul 2015,,financial management,,0.9859244
Item,MBTI Step 1 Qualification Program,,soft skills,,0.9942636
Item,Leading & Managing Performance Mini-Workshop,,Humanities (Social sciences),,0.4776603
Item,PRL - Loans Part 2 Uphill Case Study,"Now it’s your turn!  Work independently on the Uphill’s Loan Application.  In each case study you’ll step through all 5 stages of a credit application:


	The Initial Interview, Application
	Collection
	Verification
	Decisioning
	Loan Close. 


To really learn it all...be sure to explore the variety of topics included in the Brain Bytes Menu.",loans,Principles of Retail Lending,0.99401915
Item,PRL - Loans Part 3 Challenge Series,"Check what you have learned in our game show called “The Challenge Series”, where you’ll be presented with three new Loan Case Studies and a variety of challenging questions!",loans,Principles of Retail Lending,0.9946683
Item,Navigating Challenging Conversations MNLD Jun 2015,,soft skills,,0.99757916
Item,Mutual Fund Fast Track Compliance Workshop MNLD May 2015,,regulatory,,0.94785815
Item,Navigating Challenging Conversations MNLD Jul 2015,,soft skills,,0.99773455
Item,Navigating Challenging Conversations ISL Jun 2015,,soft skills,,0.9974458
Item,LMS Adv. Manager Mode MAINLAND Nov 07,,management,,0.82732034
Item,COBB Business Banking Product Workshop ISLD May 2015,,business,,0.5506268
Item,CAFT Business Banking Product Workshop ISLD May 2015,,business,,0.5506268
Item,Business & Financial Acumen MNLD Jun 2015,,business,,0.94080114
Item,mycoast Content Workshop MAINLAND August 2007,,Safety and Security,,0.2798745
Item,NEI Youth Team Mnld July 2012,,leadership,,0.58189565
Item,LMS Adv. Manager Mode MAINLAND Nov 07,,management,,0.82732034
Item,PRL - Mortgages Part 1 Sullivan Case Study,"Work alongside Larry through a Mortgage Application.  Part 1 takes you through to the Collection and Verification stage, and introduces the Decisioning Stage.",mortgage,Principles of Retail Lending,0.98987985
Item,PRL - Mortgages Part 2 Sullivan Case Study II,Continue to work alongside Larry from Decisioning to Loan Close.,mortgage,Principles of Retail Lending,0.9740026
Item,PRL - Mortgages Part 3 Carmichael Case Study,Now it’s your turn!  Work independently on the Carmichael’s Mortgage Application.,mortgage,Principles of Retail Lending,0.9894092
Item,PRL - Mortgages Part 4 Challenge Series,"Check what you have learned in our game show called “The Challenge Series”, where you’ll be presented with three new Mortgage Case Studies and a variety of challenging questions!   This module completes the Principles of Retail Lending.",mortgage,Principles of Retail Lending,0.9896612
Item,CCEO's role in Building Relationships MNLD 5Jun 2015,,soft skills,,0.98110586
Item,CCEO's role in Building Relationships MNLD 9Jun 2015,,soft skills,,0.98110586
Item,CCEO's role in Building Relationships MNLD 10Jun 2015,,soft skills,,0.98110586
Item,CCEO's role in Building Relationships ISL 16Jun 2015,,soft skills,,0.9867243
Item,"The Basics of OnBase AM May 20, 2015",,Cannot be determined,,Score < threshold
Item,Insights In-tact team MAINLAND November 2007,,leadership,,0.6540183
Item,"The Basics of OnBase PM May 20, 2015",,Cannot be determined,,Score < threshold
Item,"The Basics of OnBase AM May 21, 2015",,Cannot be determined,,Score < threshold
Item,"The Basics of OnBase PM May 21, 2015",,Cannot be determined,,Score < threshold
Item,Comprehensive Practices in Risk & Retirement-Advocis,,risk,,0.9925961
Item,NEI Youth Team Isl July 2012,,leadership,,0.58511096
Item,"The Basics of OnBase AM May 22, 2015",,Cannot be determined,,Score < threshold
Program,PlanPlus Training,"This PlanPlus training will help Financial Planners and Financial Associates practice and become proficient in illustrating more complex planning strategies.

In this series you will explore a variety of Coast Capital case studies and examples to build your knowledge and enhance your PlanPlus expertise when providing Financial planning and advice to our members helping them achieve financial well-being. 

To enroll in this program, click the Enroll button and then read the instructions for each activity. If at anytime you don't wish to complete the program, click Withdraw.","Business, Finance, and Accountancy",,0.4545892
Item,Building Accountability,"Please Note:  Registration is By Invitation Only

Accountability is the single most powerful, most desired, yet least understood characteristic of a successful environment. Holding people accountable generates tension, yet without accountability, time and energy are spent generating excuses about why something did or did not happen. It’s human nature.",,Leadership,Score < threshold
Item,Delegating to Engage,"Delegation is an often misused or under-used form of development. In this workshop, participants will look at effective delegation as a way to free up the leader’s time for other responsibilities, to provide development opportunities to others, and to deepen individual accountability.

Please Note:  Registration is By Invitation Only",leadership,Leadership,0.9922506
Item,"The Basics of OnBase PM May 22, 2015",,Cannot be determined,,Score < threshold
Item,"The Basics of OnBase AM May 26, 2015",,Cannot be determined,,Score < threshold
Item,"The Basics of OnBase PM May 26, 2015",,Cannot be determined,,Score < threshold
Item,"The Basics of OnBase AM May 27, 2015",,Cannot be determined,,Score < threshold
Item,One On One Coaching,,Soft Skills,,0.40144825
Item,6. HR Essentials: Total Rewards v2,,Cannot be determined,,Score < threshold
Item,CAFT Business Banking Product Workshop MNLD May 2015,,business,,0.5793006
Item,COBB Business Banking Product Workshop MNLD May 2015,,business,,0.5793006
Item,New Employee Orientation MNLD Jul YT 2015,,employee onboarding,,0.9909766
Item,Security ISL Aug 2012,,security,,0.9896018
Item,Lynn Wight-Coaching Session,,Cannot be determined,,Score < threshold
Item,Contact Centre Money Score Quiz,"This quick, 10 question quiz is for Contact Centre staff to assess their knowledge on the Where You're at Money Score™. Passing score is 80%.",Cannot be determined,,Score < threshold
Program,Contact Centre Where You’re At Money Score™ Desktop Training,"This program is for Contact Centre staff and contains activities that you'll need to complete and resources to review in order to be ready for your classroom eperience. To enroll in this program, click the Enroll button and then read the instructions for each activity.",financial management,,0.77058655
Item,New Employee Orientation ISL Jul YT 2015,,employee onboarding,,0.99336654
Item,SAM 101 MNLD Jul YT 2015,,Cannot be determined,,Score < threshold
Item,SAM 101 ISL Jul YT 2015,,Cannot be determined,,Score < threshold
